//LOGDATA
///INDEX 1
DATE              :2025/06/09 08:35:08
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O55B(90,0)KMOK
LINE              :0582
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 31
DATE              :2025/06/09 08:25:18
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O55A(90,180)KMOK
LINE              :0384

///INDEX 32
DATE              :2025/06/09 08:25:16
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 33
DATE              :2025/06/09 08:25:15
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O55A(90,180)KMOK
LINE              :0384
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 34
DATE              :2025/06/09 08:25:14
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O55A(90,180)KMOK
LINE              :0383

///INDEX 35
DATE              :2025/06/09 08:25:11
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 36
DATE              :2025/06/09 08:25:11
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 37
DATE              :2025/06/09 08:25:11
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 38
DATE              :2025/06/09 08:24:56
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O55A(90,180)KMOK
LINE              :0383
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 39
DATE              :2025/06/09 08:09:24
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0200

///INDEX 40
DATE              :2025/06/09 08:09:22
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 41
DATE              :2025/06/09 08:09:13
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0200
STOP FACTOR       :HOLD

///INDEX 42
DATE              :2025/06/09 08:09:12
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0200

///INDEX 43
DATE              :2025/06/09 08:08:57
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 44
DATE              :2025/06/09 08:08:57
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 45
DATE              :2025/06/09 08:08:55
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 46
DATE              :2025/06/09 08:08:55
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0202
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 47
DATE              :2025/06/09 08:08:52
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0202

///INDEX 48
DATE              :2025/06/09 08:08:50
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 49
DATE              :2025/06/09 08:08:49
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0202
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 50
DATE              :2025/06/09 08:08:48
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0201

///INDEX 51
DATE              :2025/06/09 08:08:47
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 52
DATE              :2025/06/09 08:08:47
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 53
DATE              :2025/06/09 08:08:46
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 54
DATE              :2025/06/09 08:07:40
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0201
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 55
DATE              :2025/06/09 08:07:10
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0192

///INDEX 56
DATE              :2025/06/09 08:07:07
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 57
DATE              :2025/06/09 08:07:07
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0192
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 58
DATE              :2025/06/09 08:07:06
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0191

///INDEX 59
DATE              :2025/06/09 08:07:04
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 60
DATE              :2025/06/09 08:07:04
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 61
DATE              :2025/06/09 08:07:04
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 62
DATE              :2025/06/09 08:05:56
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0191
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 63
DATE              :2025/06/09 07:15:19
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X4
LINE              :0127

///INDEX 64
DATE              :2025/06/09 07:13:09
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 65
DATE              :2025/06/09 06:45:46
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X4
LINE              :0127
STOP FACTOR       :PAUSE COMM

///INDEX 66
DATE              :2025/06/09 06:25:41
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS4(-224_-90)
LINE              :0293

///INDEX 67
DATE              :2025/06/09 06:25:39
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 68
DATE              :2025/06/09 06:25:38
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS4(-224_-90)
LINE              :0293
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 69
DATE              :2025/06/09 06:25:37
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS4(-224_-90)
LINE              :0291

///INDEX 70
DATE              :2025/06/09 06:25:35
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 71
DATE              :2025/06/09 06:25:35
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 72
DATE              :2025/06/09 06:25:35
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 73
DATE              :2025/06/09 06:17:12
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS4(-224_-90)
LINE              :0291
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 74
DATE              :2025/06/09 05:55:43
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0007

///INDEX 75
DATE              :2025/06/09 05:55:29
EVENT             :LOGIN
LOGIN NAME        :melika

///INDEX 76
DATE              :2025/06/09 05:54:34
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-40-0
BEFORE EDIT       :17095
AFTER EDIT        :17097

///INDEX 77
DATE              :2025/06/09 05:54:34
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-39-0
BEFORE EDIT       :17095
AFTER EDIT        :17097

///INDEX 78
DATE              :2025/06/09 05:54:34
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-38-0
BEFORE EDIT       :17095
AFTER EDIT        :17097

///INDEX 79
DATE              :2025/06/09 05:54:34
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-37-0
BEFORE EDIT       :17095
AFTER EDIT        :17097

///INDEX 80
DATE              :2025/06/09 05:54:34
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-36-0
BEFORE EDIT       :17095
AFTER EDIT        :17097

///INDEX 81
DATE              :2025/06/09 05:54:34
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-35-0
BEFORE EDIT       :17095
AFTER EDIT        :17097

///INDEX 82
DATE              :2025/06/09 05:54:34
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-34-0
BEFORE EDIT       :17095
AFTER EDIT        :17097

///INDEX 83
DATE              :2025/06/09 05:54:34
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-33-0
BEFORE EDIT       :17095
AFTER EDIT        :17097

///INDEX 84
DATE              :2025/06/09 05:54:33
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :

///INDEX 85
DATE              :2025/06/09 05:54:33
EVENT             :START
LOGIN NAME        :melika
TASK              :#09
JOB NAME          :SYS-ACK
LINE              :0000

///INDEX 86
DATE              :2025/06/09 05:54:33
EVENT             :START
LOGIN NAME        :melika
TASK              :#08
JOB NAME          :SYSTEM
LINE              :0000

///INDEX 87
DATE              :2025/06/09 05:54:33
EVENT             :POWER ON
LOGIN NAME        :melika

///INDEX 88
DATE              :2025/06/07 13:45:04
EVENT             :POWER OFF
LOGIN NAME        :melika

///INDEX 89
DATE              :2025/06/07 13:45:04
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#08
JOB NAME          :SYSTEM
LINE              :0015
STOP FACTOR       :POWER OFF

///INDEX 90
DATE              :2025/06/07 13:44:21
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0007
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 91
DATE              :2025/06/07 13:20:08
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS1(-160_-90)07
LINE              :0422

///INDEX 92
DATE              :2025/06/07 13:19:54
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 93
DATE              :2025/06/07 13:19:38
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS1(-160_-90)07
LINE              :0422
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 94
DATE              :2025/06/07 13:16:43
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS1(-160_-90)07
LINE              :0344

///INDEX 95
DATE              :2025/06/07 13:16:19
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 96
DATE              :2025/06/07 13:16:18
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS1(-160_-90)07
LINE              :0344
STOP FACTOR       :HOLD

///INDEX 97
DATE              :2025/06/07 12:17:02
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O8A-O21A(90,0)OKKR
LINE              :0750

///INDEX 98
DATE              :2025/06/07 12:16:46
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 99
DATE              :2025/06/07 12:16:44
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O8A-O21A(90,0)OKKR
LINE              :0750
STOP FACTOR       :HOLD

///INDEX 100
DATE              :2025/06/07 11:54:39
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O242(-90,180)OKKR
LINE              :0097

///INDEX 101
DATE              :2025/06/07 11:54:19
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 102
DATE              :2025/06/07 11:54:14
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O242(-90,180)OKKR
LINE              :0097
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 103
DATE              :2025/06/07 11:54:13
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O242(-90,180)OKKR
LINE              :0097

///INDEX 104
DATE              :2025/06/07 11:54:11
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 105
DATE              :2025/06/07 11:54:08
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 106
DATE              :2025/06/07 11:54:08
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 107
DATE              :2025/06/07 11:54:08
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 108
DATE              :2025/06/07 11:54:04
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O242(-90,180)OKKR
LINE              :0097
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 109
DATE              :2025/06/07 11:54:02
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O242(-90,180)OKKR
LINE              :0097

///INDEX 110
DATE              :2025/06/07 11:54:00
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 111
DATE              :2025/06/07 11:53:59
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O242(-90,180)OKKR
LINE              :0097
STOP FACTOR       :KEY OFF

///INDEX 112
DATE              :2025/06/07 11:53:59
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O242(-90,180)OKKR
LINE              :0095

///INDEX 113
DATE              :2025/06/07 11:53:56
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 114
DATE              :2025/06/07 11:53:56
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 115
DATE              :2025/06/07 11:53:56
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 116
DATE              :2025/06/07 11:53:15
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O242(-90,180)OKKR
LINE              :0095
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 117
DATE              :2025/06/07 11:39:46
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X4
LINE              :0000

///INDEX 118
DATE              :2025/06/07 11:39:29
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 119
DATE              :2025/06/07 11:38:53
EVENT             :SELECT JOB
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X4

///INDEX 120
DATE              :2025/06/07 11:19:29
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 121
DATE              :2025/06/07 11:18:37
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X2_5441372010_REV_O
LINE              :0285
STOP FACTOR       :PAUSE COMM

///INDEX 122
DATE              :2025/06/07 11:06:25
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_103(30,90)_V2
LINE              :0447

///INDEX 123
DATE              :2025/06/07 11:06:23
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 124
DATE              :2025/06/07 11:06:22
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_103(30,90)_V2
LINE              :0447
STOP FACTOR       :KEY OFF

///INDEX 125
DATE              :2025/06/07 11:06:21
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_103(30,90)_V2
LINE              :0445

///INDEX 126
DATE              :2025/06/07 11:06:18
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 127
DATE              :2025/06/07 11:06:18
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 128
DATE              :2025/06/07 11:06:18
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 129
DATE              :2025/06/07 11:01:33
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_103(30,90)_V2
LINE              :0445
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 130
DATE              :2025/06/07 11:00:35
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_103(30,90)_V2
LINE              :0434

///INDEX 131
DATE              :2025/06/07 11:00:33
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 132
DATE              :2025/06/07 11:00:32
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_103(30,90)_V2
LINE              :0434
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 133
DATE              :2025/06/07 11:00:32
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_103(30,90)_V2
LINE              :0432

///INDEX 134
DATE              :2025/06/07 11:00:30
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 135
DATE              :2025/06/07 11:00:30
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 136
DATE              :2025/06/07 11:00:30
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 137
DATE              :2025/06/07 10:58:34
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_103(30,90)_V2
LINE              :0432
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 138
DATE              :2025/06/07 10:53:43
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0007

///INDEX 139
DATE              :2025/06/07 10:53:41
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 140
DATE              :2025/06/07 10:53:39
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0007
STOP FACTOR       :KEY OFF

///INDEX 141
DATE              :2025/06/07 10:53:33
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0000

///INDEX 142
DATE              :2025/06/07 10:53:31
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 143
DATE              :2025/06/07 10:53:31
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 144
DATE              :2025/06/07 10:53:31
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 145
DATE              :2025/06/07 10:53:29
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 146
DATE              :2025/06/07 10:53:24
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 147
DATE              :2025/06/07 10:53:24
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 148
DATE              :2025/06/07 10:53:24
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 149
DATE              :2025/06/07 10:53:18
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0120
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 150
DATE              :2025/06/07 10:53:02
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0063

///INDEX 151
DATE              :2025/06/07 10:52:59
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 152
DATE              :2025/06/07 10:52:58
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0063
STOP FACTOR       :KEY OFF

///INDEX 153
DATE              :2025/06/07 10:52:52
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0054

///INDEX 154
DATE              :2025/06/07 10:52:48
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0054
STOP FACTOR       :HOLD

///INDEX 155
DATE              :2025/06/07 10:52:48
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0054

///INDEX 156
DATE              :2025/06/07 10:52:41
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 157
DATE              :2025/06/07 10:52:41
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 158
DATE              :2025/06/07 10:52:41
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 159
DATE              :2025/06/07 10:52:37
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 160
DATE              :2025/06/07 10:52:22
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 161
DATE              :2025/06/07 10:52:22
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 162
DATE              :2025/06/07 10:48:35
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 163
